final_id,group_id,start_id,freq,text
-1,2757,172,2, she has on a pretty dress
-1,3603,173,2, either way it's a nice effect
-1,3731,174,2, me feel peaceful and meditative
99,61,175,2, im out in nature
-1,2563,176,2, the sun shining down on the calm sea
-1,3930,177,2, the entire scene gives a calming sense of beautiful sunset satisfaction
-1,3412,178,2, it is a still and idyll scene
-1,3736,179,2, they are entertained by drinking and enjoying one another
-1,3320,180,2, each doing something different
-1,2623,181,2, the country scene is peaceful
62,52,182,2, me think of sex
-1,3081,183,2, the bright sunny skies and highlights on the trees in this landscape image are pleasing to look at
-1,2511,184,2, the landscape looks peaceful
-1,2415,185,3, the blues are calming
-1,3823,186,2, lots to see
-1,3487,187,2, the blues and greens are very calming
-1,3043,188,2, the two attractive women kissing
-1,2347,189,2, a peaceful place to live
-1,3975,190,3, the sky is gorgeous
