final_id,group_id,start_id,freq,text
-1,5116,200,4, a little child would draw
-1,5135,201,2, the flowers look so beautiful this just feels like a calm day
-1,4289,202,2, the woman in the middle is posed
-1,4069,203,2, them kiss
58,180,204,2, there is a sense of safety and security in this image
-1,4174,205,3, she is having a good time
-1,5355,206,5, the reflection on the water is very soothing
-1,4111,207,3, the big man looks funny
-1,3451,208,2, the color and and landscape is calming
-1,5907,209,2, this man is doing
-1,6227,210,2, the light coming from the building
-1,5067,211,2, i love this picture
7,95,212,6, this is painted
-1,5937,213,2, the flowers stand out much more
-1,3539,214,2, what is written
-1,5093,215,2, the reds and yellows are cheerful and warm
51,81,216,2, theyre about to dance and have fun
-1,3800,217,2, the subject of the painting is so unique
-1,4683,218,2, the sunlight from the top is peaceful as well as the depiction of the quiet town
207,231,219,2, the animals grazing
-1,5570,220,2, they're going really really fast
-1,5409,221,3, the picture is very detailed
-1,6298,222,2, the scenery is beautiful
-1,6359,223,2, it is so awesome
94,186,224,3, me feel this way
-1,3399,225,2, the woman's posture
151,775,226,2, me feel the same
-1,5615,227,2, the mans face
94,186,228,2, the woman is wearing
-1,3444,229,2, i enjoy
-1,5712,230,2, this man's beard
-1,5305,231,3, the image is very dark
-1,3663,232,4, really richthe lighting is great
-1,6360,233,4, the sun shines through it
-1,3226,234,2, the woman is crying
-1,5442,235,2, the woman in this photo is barefoot and appears homeless
-1,6099,236,3, the shadows are ominous
8,22,237,5, a hard day's work
-1,6049,238,2, the man reading
151,775,239,2, he lost someone important
-1,5385,240,2, the woman wearing the white
-1,3488,241,2, it looks stormy and cloudy
-1,3327,242,4, the people in this painting appear sad especially the woman on the far left
-1,5322,243,2, he feels old
-1,4793,244,2, the light colors suggest a pleasant quiet day
18,142,245,2, the young woman looks content with herself
-1,4615,246,2, the scene looks like a calm spring day
-1,5263,247,2, who reminds me of sadness and depression
127,62,248,2, they are entertained by drinking and enjoying one another
-1,3664,249,2, me think of sex
-1,6043,250,2, the wind blowing through the billowy trees
282,748,251,3, it is on fire
-1,6343,252,2, others taking a walk
52,198,253,3, the boats are sailing on very calm smooth waters
-1,5421,254,2, i don't know what it is
-1,3433,255,2, it is obviously windy out
-1,5079,256,3, the yellow is so vibrant
96,393,257,2, the cool colors still water and trees give me a feeling of comfort and contentment
-1,3877,258,2, the bright sunny skies and highlights on the trees in this landscape image are pleasing to look at
193,68,259,2, each doing something different
259,125,260,2, it gone
94,186,261,2, she has on a pretty dress
-1,4283,262,2, the country scene is peaceful
-1,3649,263,2, the painting is very dark
-1,6063,264,2, the landscape looks peaceful
-1,3602,265,2, everything is so bright and vibrant
-1,4968,266,2, the entire scene gives a calming sense of beautiful sunset satisfaction
-1,4023,267,2, it is a still and idyll scene
61,191,268,2, me feel peaceful and meditative
-1,5368,269,2, the sun shining down on the calm sea
-1,4123,270,3, the sky is gorgeous
-1,5506,271,2, the two attractive women kissing
-1,4677,272,4, the man lying down
-1,6047,273,2, that surround her
-1,4319,274,2, the person in the picture doesn't seem to be happy
-1,4039,275,2, the blues and greens are very calming
-1,4579,276,2, people taking a stroll on a nice day
-1,5103,277,3, the blues are calming
-1,4547,278,2, the sky is very vibrant blue
-1,5668,279,2, a peaceful place to live
-1,4457,280,2, i look at this
-1,3761,281,2, the subject's face
-1,4447,282,2, many people are gathered apparently in a celebratory mood
-1,3633,283,2, this line drawing
-1,3975,284,2, everyone is enjoying it
-1,3225,285,2, either way it's a nice effect
-1,4129,286,2, i get from this
-1,5358,287,2, i was young
-1,4606,288,2, im out in nature
17,21,289,2, people bustling around
